hacker_id,challenge_id,,,,,,,,,,,,,,,,,,,
00004cf8b853ad0d,c3647a9292e553b9,08a5f5f58fe5f586,366684b779574e86,ab1bdad8537b85cd,3411e4e6add2b8e4,feb666a0b4f1d685,32863af4fa5c200b,cf7aec14125de538,14494ad91c883fa1,76fba8ff25f765b6,5e85f62bcbb42ea2,0ea21bb9feaf46c8,4e1bd7090485fcd9,425f241df843cd89,6ed2a6b18d1ac4e4,,,,,
00010020d9cd62a0,0ea21bb9feaf46c8,7e860acda8697471,55f8a66f057a7e76,c9713aed1d68c5b5,34386eca594b7bc2,76fba8ff25f765b6,26c95b75d8237f39,b49bb8ec9c2b8481,5e85f62bcbb42ea2,659f2ceb67eca1ef,,,,,,,,,,
000c08c3a6f1ee15,4e07173c3bba48d2,34386eca594b7bc2,b49bb8ec9c2b8481,26c95b75d8237f39,e05e63bcccbafedb,659f2ceb67eca1ef,4e07173c3bba48d2,425f241df843cd89,9580a525da7618e9,5e85f62bcbb42ea2,14494ad91c883fa1,,,,,,,,,
000d0dde89911c9f,76fba8ff25f765b6,feb666a0b4f1d685,76fba8ff25f765b6,6ed2a6b18d1ac4e4,9580a525da7618e9,26c95b75d8237f39,659f2ceb67eca1ef,4e07173c3bba48d2,0ea21bb9feaf46c8,55f8a66f057a7e76,c9713aed1d68c5b5,,,,,,,,,
000d3364ba25d742,54b24caeab906212,a305b5f39a7f6eb4,feb666a0b4f1d685,0ea21bb9feaf46c8,7e860acda8697471,55f8a66f057a7e76,76fba8ff25f765b6,c9713aed1d68c5b5,14494ad91c883fa1,34386eca594b7bc2,425f241df843cd89,26c95b75d8237f39,,,,,,,,
000f798037ab4818,6a52c1698d04d2fc,cc5f618ffe1b885c,7e860acda8697471,5e85f62bcbb42ea2,9580a525da7618e9,6ed2a6b18d1ac4e4,ab1bdad8537b85cd,8d9ec6e3f0500705,ad1cc7894c991bbd,92cce56cc5c0089a,61886240110aab5d,c0af13494532539f,,,,,,,,
0013652b676c072a,96c047d699191ef9,4234a6f798992f02,07e18856d86b7b31,0ea21bb9feaf46c8,7e860acda8697471,55f8a66f057a7e76,11408b97e53ec7ed,c9713aed1d68c5b5,34386eca594b7bc2,70f890aca1fe19cb,feb666a0b4f1d685,,,,,,,,,
001fa1d5f542103a,70f890aca1fe19cb,ebc21a6684955a22,b14017a1a69a0f77,0ea21bb9feaf46c8,7e860acda8697471,55f8a66f057a7e76,c9713aed1d68c5b5,34386eca594b7bc2,4bdd5803ef48637a,a177f57b92fd38d6,,,,,,,,,,
00247182254d74b3,8eeb5073ac75facc,425f241df843cd89,feb666a0b4f1d685,a8fa4ef7a8bc43dc,76fba8ff25f765b6,5e85f62bcbb42ea2,8d9ec6e3f0500705,0ea21bb9feaf46c8,26c95b75d8237f39,14494ad91c883fa1,0251520ace81bc57,,,,,,,,,
0036be48df21a44f,feb666a0b4f1d685,76fba8ff25f765b6,6ed2a6b18d1ac4e4,659f2ceb67eca1ef,9580a525da7618e9,4e07173c3bba48d2,8d9ec6e3f0500705,26c95b75d8237f39,a8fa4ef7a8bc43dc,ab1bdad8537b85cd,,,,,,,,,,
0039ceb5b0391b1a,125727449f933df1,425f241df843cd89,068e1dcc0ff293b2,659f2ceb67eca1ef,8d9ec6e3f0500705,0251520ace81bc57,0336a97d0d36b97f,0f2974a87af04441,5e85f62bcbb42ea2,8eeb5073ac75facc,,,,,,,,,,
